video_name,timestamp,density_score
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",228.5,21.554539930555556
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",229.0,22.520013020833332
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",229.5,19.98322048611111
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",230.0,20.341297743055556
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",230.5,20.894500868055555
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",231.0,19.32380642361111
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",231.5,18.9544921875
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",232.0,19.468263888888888
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",232.5,20.330473090277778
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",233.0,20.7421484375
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",233.5,20.563151041666668
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",234.0,20.798619791666667
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",234.5,21.730551215277778
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",235.0,19.822578125
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",235.5,21.211145833333333
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",236.0,20.285559895833334
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",236.5,20.1516015625
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",237.0,20.96245659722222
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",237.5,18.814171006944445
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",238.0,21.06765625
"Yaeji  Boiler Room New York - Boiler Room (720p, h264)",238.5,18.694453125
